,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast,straight_stress,stress_percent
1087,mobile,,9.0,3.0,24.0,2.0,7.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,0.0,50.0,8.0,8.0,40.0,55.0,0.0,8.0,0.0,1.5,4.0,8.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,15.0,study,13.0,0.3076923076923077
1539,pc/laptop,,9.0,3.0,23.0,1.0,7.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,26.0,40.0,0.0,6.0,5.0,8.0,6.0,8.0,0.0,1.0,1.0,8.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,study,9.0,0.4444444444444444
361,mobile,,9.0,3.0,29.0,1.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,30.0,20.0,0.0,3.0,10.0,40.0,9.0,3.0,0.0,1.0,2.0,6.0,3.0,3.0,2.0,,1.0,1.0,2.0,10.0,study,14.0,0.2857142857142857
1015,pc/laptop,2.299999952316284,9.0,1.0,27.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,16.0,24.0,11.0,10.0,20.0,50.0,6.0,3.0,0.0,2.0,2.0,7.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,10.0,study,16.0,0.25
988,pc/laptop,,9.0,3.0,24.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12.0,5.0,30.0,3.0,30.0,50.0,7.0,2.0,0.0,1.0,7.0,7.0,2.0,1.0,,3.0,2.0,1.0,2.0,13.0,work,13.0,0.15384615384615385
929,pc/laptop,3.0999999046325684,9.0,1.0,24.0,1.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,14.0,20.0,12.0,1.0,20.0,50.0,4.5,2.0,0.0,0.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,study,16.0,0.1875
1436,pc/laptop,,10.0,3.0,24.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,7.0,60.0,6.0,1.0,8.0,60.0,0.0,10.0,0.0,1.0,2.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,study,9.0,0.3333333333333333
1378,mobile,2.9000000953674316,10.0,1.0,24.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,13.0,2.0,2.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,study,12.0,0.16666666666666666
1379,tablet,1.5,10.0,2.0,35.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,6.0,3.0,6.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0,10.0,8.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,15.0,study,14.0,0.21428571428571427
1297,pc/laptop,1.0,10.0,2.0,25.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,50.0,10.0,8.0,0.0,56.0,1.0,5.0,0.0,2.0,0.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,study,9.0,0.2222222222222222
1350,pc/laptop,1.7000000476837158,10.0,1.0,27.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,12.0,11.0,15.0,2.5,16.0,56.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,12.0,study,10.0,0.3
1412,pc/laptop,,10.0,3.0,24.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,8.0,20.0,6.0,5.0,15.0,60.0,0.0,4.0,4.0,1.0,4.0,9.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,study,15.0,0.2
1392,pc/laptop,,10.0,3.0,24.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,25.0,15.0,10.0,7.0,20.0,60.0,0.0,0.0,0.0,2.0,12.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,60.0,study,12.0,0.25
1310,pc/laptop,1.5,10.0,2.0,25.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.5,16.0,4.0,6.0,30.0,56.0,1.5,2.5,0.0,0.25,4.0,8.0,2.0,1.0,2.0,2.0,,2.0,2.0,8.0,study,16.0,0.1875
1339,pc/laptop,1.7999999523162842,10.0,2.0,24.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,7.0,20.0,3.0,7.0,56.0,1.5,0.0,3.0,0.0,4.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,work,9.0,0.3333333333333333
1410,pc/laptop,1.3600000143051147,10.0,2.0,26.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1.5,12.0,15.0,3.0,20.0,60.0,1.5,2.0,0.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,work,18.0,0.2222222222222222
1311,pc/laptop,,10.0,3.0,23.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,26.0,24.0,7.5,3.0,35.0,56.0,0.0,0.0,0.0,2.0,10.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study,10.0,0.3
1434,mobile,,10.0,3.0,24.0,1.0,6.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,14.0,20.0,10.0,8.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,15.0,study,13.0,0.3076923076923077
1285,pc/laptop,,10.0,3.0,24.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,50.0,0.0,7.0,10.0,56.0,2.0,9.0,0.0,1.0,4.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,study,14.0,0.2857142857142857
1272,mobile,2.5,10.0,2.0,25.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,32.0,40.0,1.0,1.5,5.0,56.0,0.0,11.0,0.0,0.5,1.0,7.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,10.0,study,9.0,0.3333333333333333
1402,pc/laptop,1.100000023841858,10.0,2.0,24.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,10.0,8.0,15.0,30.0,60.0,0.0,4.0,3.0,3.0,5.0,8.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,8.0,study,9.0,0.2222222222222222
1276,pc/laptop,,10.0,2.0,25.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,10.0,20.0,18.0,5.5,10.0,56.0,0.0,3.0,0.0,2.0,3.0,8.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,10.0,study,16.0,0.1875
1277,mobile,,10.0,3.0,23.0,2.0,6.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,6.0,30.0,0.0,12.0,10.0,56.0,2.0,4.0,0.0,2.0,0.0,8.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,6.0,study,9.0,0.4444444444444444
1406,pc/laptop,2.0,10.0,2.0,27.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,40.0,0.0,5.0,60.0,60.0,0.0,8.0,0.0,1.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,study,10.0,0.3
1303,pc/laptop,1.399999976158142,10.0,2.0,26.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,8.0,24.0,24.0,20.0,36.0,56.0,0.0,2.0,9.0,2.0,4.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,study,18.0,0.16666666666666666
1428,pc/laptop,1.399999976158142,10.0,2.0,26.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,20.0,12.0,10.0,50.0,60.0,0.0,1.0,3.5,1.0,8.0,9.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,study,12.0,0.16666666666666666
822,pc/laptop,,10.0,2.0,25.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,12.0,28.0,20.0,7.0,10.0,49.0,6.0,5.0,4.0,1.0,1.0,7.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study,17.0,0.17647058823529413
1241,pc/laptop,,10.0,3.0,52.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,18.0,22.0,0.0,14.0,0.0,56.0,3.0,4.5,0.0,2.0,0.0,8.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,study,11.0,0.18181818181818182
660,pc/laptop,,10.0,3.0,23.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,64.0,2.0,2.0,18.0,46.0,1.5,8.0,0.0,1.0,1.5,7.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,study,9.0,0.3333333333333333
668,pc/laptop,2.5999999046325684,10.0,1.0,25.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,5.0,45.0,18.0,7.0,10.0,48.0,0.0,0.0,0.0,2.0,5.0,8.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,study,15.0,0.13333333333333333
669,pc/laptop,1.600000023841858,10.0,2.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,12.0,8.0,15.0,5.0,21.0,48.0,0.0,2.0,0.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,study,11.0,0.18181818181818182
687,mobile,,10.0,3.0,25.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,7.5,50.0,10.0,3.0,5.0,48.0,1.5,8.5,0.0,0.5,1.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,15.0,study,11.0,0.2727272727272727
696,pc/laptop,1.0,10.0,2.0,23.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,20.0,15.0,3.0,30.0,49.0,0.0,1.5,0.0,0.5,5.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,study,10.0,0.2
1497,pc/laptop,,10.0,3.0,30.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,25.0,10.0,16.0,8.0,5.0,7.0,7.0,1.0,0.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,study,13.0,0.23076923076923078
1538,pc/laptop,,10.0,2.0,24.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,38.0,3.0,6.0,8.0,0.0,1.0,8.0,0.5,5.0,8.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,work,11.0,0.18181818181818182
711,pc/laptop,1.5,10.0,2.0,25.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,10.0,45.0,0.0,6.0,5.0,49.0,4.0,5.0,0.0,1.0,1.0,7.0,4.0,2.0,2.0,,3.0,1.0,2.0,8.0,study,7.0,0.2857142857142857
717,mobile,,10.0,3.0,24.0,2.0,5.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,26.0,16.0,8.0,7.0,4.0,49.0,1.5,1.0,0.0,0.5,3.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,8.0,study,11.0,0.2727272727272727
1243,pc/laptop,1.7999999523162842,10.0,2.0,26.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,8.0,16.0,16.0,8.0,8.0,56.0,0.0,6.0,0.0,4.0,2.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,20.0,study,14.0,0.21428571428571427
741,tablet,,10.0,3.0,26.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,20.0,10.0,25.0,8.0,35.0,49.0,7.0,0.0,2.0,2.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,study,12.0,0.25
743,pc/laptop,1.649999976158142,10.0,2.0,25.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,8.0,10.0,12.0,3.5,9.0,49.0,0.0,4.5,3.5,0.0,2.0,7.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,study,14.0,0.21428571428571427
366,pc/laptop,1.399999976158142,10.0,2.0,24.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.5,15.0,10.0,10.0,8.5,40.0,1.5,3.0,0.0,2.0,1.5,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,8.0,study,17.0,0.23529411764705882
356,pc/laptop,2.0,10.0,2.0,27.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,0.0,20.0,0.0,10.0,20.0,40.0,0.0,2.0,0.0,2.0,3.0,8.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,study,15.0,0.2
757,pc/laptop,1.7000000476837158,10.0,1.0,24.0,2.0,6.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,20.0,14.0,15.0,3.0,7.0,49.0,0.0,0.0,0.0,1.0,9.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,study,14.0,0.2857142857142857
760,pc/laptop,2.0,10.0,2.0,24.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,10.0,30.0,12.0,10.0,21.0,49.0,,5.0,,,5.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0,study,15.0,0.2
770,mobile,1.399999976158142,10.0,2.0,24.0,2.0,7.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,40.0,9.0,5.0,2.0,49.0,0.0,8.0,3.0,1.0,0.0,7.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0,study,11.0,0.2727272727272727
339,pc/laptop,,10.0,1.0,,,5.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,15.0,15.0,25.0,3.0,5.0,36.0,2.0,2.0,0.0,1.0,2.0,10.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study,15.0,0.2
783,pc/laptop,,10.0,3.0,24.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,10.0,15.0,0.0,7.0,10.0,49.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,study,10.0,0.3
815,mobile,,10.0,3.0,24.0,2.0,6.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,50.0,0.0,4.0,3.0,49.0,0.0,8.0,0.0,1.0,0.0,6.5,3.0,1.0,3.0,1.0,2.0,1.0,2.0,8.0,study,13.0,0.3076923076923077
337,pc/laptop,1.7000000476837158,10.0,2.0,27.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,8.0,30.0,10.0,12.0,36.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,10.0,work,13.0,0.23076923076923078
821,pc/laptop,,10.0,3.0,24.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,15.0,20.0,0.0,2.0,15.0,49.0,6.5,3.5,0.0,0.0,2.0,8.0,3.0,2.0,1.0,,1.0,3.0,3.0,6.0,study,11.0,0.2727272727272727
1479,pc/laptop,1.7999999523162842,10.0,2.0,26.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,0.0,20.0,20.0,2.0,6.0,65.0,0.0,3.0,3.0,0.5,1.0,9.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,complex,11.0,0.2727272727272727
394,pc/laptop,1.7999999523162842,10.0,1.0,24.0,2.0,6.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,55.0,0.0,10.0,5.0,40.0,0.0,6.0,0.0,1.0,0.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,study,9.0,0.4444444444444444
1478,mobile,,10.0,4.0,25.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,30.0,4.0,,15.0,64.0,2.0,6.0,3.0,1.5,1.0,8.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,study,15.0,0.2
402,mobile,1.7000000476837158,10.0,2.0,24.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,16.0,10.0,12.0,9.0,14.0,40.0,6.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,10.0,study,19.0,0.15789473684210525
639,pc/laptop,2.0999999046325684,10.0,1.0,25.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,21.0,21.0,8.5,6.0,20.0,45.0,0.0,0.0,4.0,2.0,8.0,7.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0,study,12.0,0.3333333333333333
456,pc/laptop,,10.0,3.0,24.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,8.0,5.0,10.0,42.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,work,11.0,0.09090909090909091
459,pc/laptop,1.5,10.0,2.0,27.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,10.0,20.0,15.0,10.0,20.0,42.0,4.0,3.0,4.0,0.5,2.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,study,10.0,0.2
444,pc/laptop,1.600000023841858,10.0,2.0,24.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,6.0,40.0,,7.0,30.0,40.0,0.0,7.0,,1.0,3.0,6.0,3.0,2.0,3.0,,3.0,1.0,1.0,10.0,complex,15.0,0.2
1526,pc/laptop,,10.0,3.0,30.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,20.0,28.0,4.0,2.0,28.0,70.0,0.0,6.0,0.0,0.0,8.0,10.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,study,7.0,0.2857142857142857
464,pc/laptop,3.0,10.0,1.0,25.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,8.0,20.0,4.0,4.0,42.0,,4.0,4.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,work,15.0,0.2
496,pc/laptop,2.5,10.0,1.0,23.0,2.0,7.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,30.0,0.0,0.0,70.0,5.0,42.0,0.0,0.0,0.0,10.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,study,12.0,0.3333333333333333
442,pc/laptop,2.299999952316284,10.0,1.0,27.0,2.0,5.0,2.0,3.0,2.0,,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,15.0,5.0,20.0,10.0,15.0,40.0,,,,,,,3.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,complex,18.0,0.16666666666666666
525,pc/laptop,1.600000023841858,10.0,2.0,25.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,10.0,20.0,16.0,5.0,7.0,42.0,0.0,7.0,0.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,60.0,study,14.0,0.2857142857142857
548,tablet,2.0,10.0,2.0,25.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,9.0,9.0,12.0,5.0,10.0,42.0,1.5,6.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,20.0,study,13.0,0.3076923076923077
550,pc/laptop,3.0,10.0,1.0,24.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,16.0,2.0,16.0,5.0,34.0,42.0,6.0,0.0,0.0,0.0,10.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,study,15.0,0.26666666666666666
1533,pc/laptop,2.0,10.0,2.0,23.0,2.0,6.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,6.0,2.0,12.0,6.0,30.0,70.0,0.0,4.0,0.0,1.0,10.0,9.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,10.0,work,15.0,0.26666666666666666
425,pc/laptop,2.0,10.0,2.0,25.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,20.0,10.0,15.0,7.0,30.0,40.0,0.0,0.0,0.0,2.0,14.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,study,10.0,0.1
566,pc/laptop,,10.0,3.0,24.0,2.0,7.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,20.0,24.0,6.0,4.0,16.0,42.5,3.0,4.0,0.0,0.5,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,10.0,study,16.0,0.25
568,pc/laptop,1.899999976158142,10.0,2.0,24.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,8.0,12.0,8.0,9.0,12.0,43.0,0.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,study,11.0,0.18181818181818182
575,pc/laptop,1.0,10.0,2.0,27.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,10.0,25.0,12.0,2.0,6.0,44.0,2.0,4.0,4.0,0.0,3.0,6.5,3.0,2.0,3.0,3.0,2.0,2.0,2.0,10.0,study,12.0,0.25
424,mobile,,10.0,3.0,24.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,10.0,4.0,16.0,40.0,0.0,0.0,0.0,1.0,3.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,work,12.0,0.16666666666666666
592,pc/laptop,1.5,10.0,2.0,25.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,15.0,20.0,15.0,9.0,30.0,45.0,0.0,2.0,6.0,1.5,3.0,7.0,,1.0,2.0,1.0,1.0,3.0,2.0,8.0,study,11.0,0.2727272727272727
599,pc/laptop,1.7000000476837158,10.0,2.0,24.0,1.0,6.0,4.0,4.0,,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,15.0,3.0,25.0,45.0,4.0,9.0,2.0,0.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,10.0,complex,12.0,0.25
606,pc/laptop,,10.0,3.0,25.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,35.0,2.0,2.0,1.0,6.0,45.0,9.0,0.0,0.0,1.0,5.0,7.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,study,14.0,0.21428571428571427
